train_loss,val_loss,accuracy
1.2261887788772583,1.2665339708328247,0.5141242742538452
1.0181524753570557,0.788318932056427,0.7344632744789124
0.8576449751853943,0.7817280888557434,0.7062146663665771
0.7222089171409607,0.5732536315917969,0.7570621371269226
0.4634733200073242,0.3608536124229431,0.7966101765632629
0.3224211633205414,0.2985128164291382,0.8474576473236084
0.2703465223312378,0.3454388976097107,0.8531073331832886
0.2229885309934616,0.40353354811668396,0.8248587846755981
0.1856309324502945,0.807072639465332,0.8248587846755981
0.17154072225093842,0.24168409407138824,0.8305084705352783
0.11299026012420654,0.30861932039260864,0.8474576473236084
0.10285630822181702,0.32286161184310913,0.8531073331832886
0.08529927581548691,0.2581590712070465,0.8361582159996033
0.0786447823047638,0.28597041964530945,0.8587570786476135
0.10736723244190216,0.7083478569984436,0.7740113139152527
0.11379371583461761,0.22268295288085938,0.8418079018592834
0.12377355992794037,0.6160740256309509,0.8022598624229431
0.12166465073823929,0.4379254877567291,0.8418079018592834
0.1147771030664444,0.3066895008087158,0.8587570786476135
0.10369232296943665,0.29778867959976196,0.8474576473236084
0.09674515575170517,0.29774150252342224,0.8135592937469482
0.09742860496044159,0.26996421813964844,0.8813559412956238
0.09795971214771271,0.17132967710494995,0.887005627155304
0.11557101458311081,0.3494747579097748,0.8418079018592834
0.0888221487402916,0.19221211969852448,0.8926553726196289
0.06678423285484314,0.20796720683574677,0.887005627155304
0.09380291402339935,0.3584032952785492,0.8305084705352783
0.09023480862379074,0.18764497339725494,0.8305084705352783
0.0876077190041542,0.20542313158512115,0.8700565099716187
0.0532006099820137,0.1682637482881546,0.8587570786476135
0.054944198578596115,0.22860965132713318,0.8757061958312988
0.056866053491830826,0.17270106077194214,0.8757061958312988
0.03386441618204117,0.19849225878715515,0.8587570786476135
0.03225754201412201,0.16957610845565796,0.8983050584793091
0.032464649528265,0.28826144337654114,0.8700565099716187
0.019185442477464676,0.7026256918907166,0.8305084705352783
0.018617801368236542,0.26390540599823,0.887005627155304
0.021611662581562996,0.18705397844314575,0.887005627155304
0.025704246014356613,0.2898852825164795,0.8813559412956238
0.026579219847917557,0.27247118949890137,0.8700565099716187
0.011960904113948345,0.1653212606906891,0.8757061958312988
0.009246168658137321,0.13762563467025757,0.8926553726196289
0.008734063245356083,0.15240196883678436,0.887005627155304
0.008308034390211105,0.14876390993595123,0.8813559412956238
0.005159914027899504,0.1525222659111023,0.8926553726196289
0.0114019475877285,0.16225001215934753,0.8983050584793091
0.009751182049512863,0.13418647646903992,0.909604549407959
0.006896443199366331,0.15430612862110138,0.8926553726196289
0.0032974753994494677,0.15370063483715057,0.887005627155304
0.002091079717501998,0.15345586836338043,0.8926553726196289
