loss,val_loss
0.22218307852745056,0.19643448293209076
0.15992100536823273,0.1366165727376938
0.13701729476451874,0.1363719403743744
0.13619694113731384,0.136271670460701
0.13608279824256897,0.1362183690071106
0.13554435968399048,0.1352304071187973
0.13489466905593872,0.13509748876094818
0.13490939140319824,0.13509425520896912
0.13476520776748657,0.13493120670318604
0.13468126952648163,0.1348721981048584
0.13458658754825592,0.13478589057922363
0.1339087337255478,0.13401281833648682
0.13234101235866547,0.1324201077222824
0.12957346439361572,0.12825605273246765
0.12609371542930603,0.12683817744255066
0.1246832013130188,0.12599442899227142
0.1230669841170311,0.12374726682901382
0.12171459197998047,0.12342186272144318
0.12081336230039597,0.12286043167114258
0.12061549723148346,0.1227293312549591
0.12009479850530624,0.12198765575885773
0.11951436847448349,0.12192884087562561
0.11918453872203827,0.12217224389314651
0.11897118389606476,0.12160532921552658
0.11874636262655258,0.12150386720895767
0.11834721267223358,0.12110445648431778
0.11804937571287155,0.12095783650875092
0.11778228729963303,0.12080594152212143
0.11770391464233398,0.12087170779705048
0.11749996244907379,0.12085653096437454
