loss,val_loss
0.20572134852409363,0.14965885877609253
0.1405048370361328,0.13742384314537048
0.1370091289281845,0.13863980770111084
0.13647285103797913,0.13626697659492493
0.13593600690364838,0.13624921441078186
0.13525019586086273,0.13540735840797424
0.13479983806610107,0.13495004177093506
0.1340726763010025,0.13385780155658722
0.13076815009117126,0.12969081103801727
0.12654849886894226,0.12675650417804718
0.1244165301322937,0.1253204643726349
0.12324219942092896,0.12449730187654495
0.12218482047319412,0.12349928170442581
0.12176205217838287,0.12302099168300629
0.12072930485010147,0.12253087013959885
0.12009409070014954,0.12214703112840652
0.11981026083230972,0.12216076254844666
0.1193423941731453,0.12176176905632019
0.1189030110836029,0.1213039979338646
0.11856124550104141,0.12107168138027191
0.1183522641658783,0.12091770023107529
0.11818286031484604,0.12124516814947128
0.11781030148267746,0.12048301845788956
0.11753838509321213,0.12045304477214813
0.11739692091941833,0.1203475296497345
0.11724279075860977,0.12005250155925751
0.116916723549366,0.1198849007487297
0.11704358458518982,0.12044808268547058
0.1167072206735611,0.12027186155319214
0.1163434162735939,0.11957987397909164
0.11606760323047638,0.11961422115564346
0.11598314344882965,0.11933073401451111
0.1157790794968605,0.11941198259592056
0.1156444177031517,0.11925288289785385
0.11551744490861893,0.11961374431848526
0.1157011166214943,0.11928880959749222
0.11552301794290543,0.11938968300819397
0.11579906195402145,0.11921409517526627
0.11538040637969971,0.11914537847042084
0.11525993049144745,0.11915741115808487
0.1149495393037796,0.11913572251796722
0.11481916159391403,0.1189534068107605
0.11474820971488953,0.11923714727163315
0.11461436003446579,0.11911678314208984
0.11450611799955368,0.11895168572664261
0.11444023996591568,0.11912944167852402
0.11439620703458786,0.11966356635093689
0.1145271584391594,0.11898091435432434
0.11445433646440506,0.11929074674844742
0.11482371389865875,0.11918158084154129
0.11446144431829453,0.1190597265958786
0.11428897827863693,0.11911775171756744
0.11414098739624023,0.11909772455692291
0.11398274451494217,0.11902269721031189
0.11394786089658737,0.11902843415737152
0.11387518793344498,0.11907949298620224
0.11382163316011429,0.11908412724733353
0.1138056293129921,0.11917030811309814
0.11389559507369995,0.11964908242225647
0.11403635889291763,0.11923929303884506
0.11410309374332428,0.11936403065919876
0.1137772873044014,0.11901776492595673
0.11362151801586151,0.11910920590162277
0.11353444308042526,0.11916127800941467
0.1135539636015892,0.11934410035610199
0.11366039514541626,0.11896894872188568
0.11393386125564575,0.11956974864006042
0.11380356550216675,0.1194557324051857
0.11409914493560791,0.11957040429115295
0.11421475559473038,0.11936431378126144
0.11373128741979599,0.11925644427537918
0.113531693816185,0.11979089677333832
0.11344783008098602,0.11922070384025574
0.11324796825647354,0.1191394254565239
0.11316531151533127,0.11915460228919983
0.11309822648763657,0.11917446553707123
0.11303801834583282,0.11917360872030258
0.11300023645162582,0.11942698806524277
0.11300317943096161,0.11921458691358566
0.11298534274101257,0.11932502686977386
0.1130077987909317,0.11923778057098389
0.11298713833093643,0.11931806057691574
0.11308110505342484,0.11942751705646515
0.11298244446516037,0.11918799579143524
0.11290542781352997,0.11956757307052612
0.11291579157114029,0.11931674182415009
0.11288951337337494,0.11939746141433716
0.11285627633333206,0.11939714848995209
0.11285676062107086,0.1195460706949234
0.11286439001560211,0.11943811923265457
0.11284130811691284,0.1195780336856842
0.11288102716207504,0.11942335963249207
0.11292416602373123,0.11959394812583923
0.11336586624383926,0.11982039362192154
0.1134512722492218,0.12008040398359299
0.1132965236902237,0.11960939317941666
0.1129092276096344,0.11934094876050949
0.11265063285827637,0.11954746395349503
0.11266317218542099,0.11941681057214737
0.11256775259971619,0.1193443015217781
