train_loss,val_loss,accuracy
0.5713161826133728,0.6704988479614258,0.8022598624229431
0.4720701277256012,0.3112185001373291,0.8474576473236084
0.3525461256504059,0.26220667362213135,0.8361582159996033
0.24993985891342163,0.22179923951625824,0.8813559412956238
0.18319664895534515,0.27439090609550476,0.8757061958312988
0.15323065221309662,0.26271528005599976,0.8135592937469482
0.14866149425506592,0.19382244348526,0.8700565099716187
0.20082122087478638,0.29101336002349854,0.8418079018592834
0.1676182597875595,0.3243906497955322,0.8361582159996033
0.18878529965877533,0.20743252336978912,0.8587570786476135
0.13968077301979065,0.24675972759723663,0.8531073331832886
0.14325658977031708,0.28847354650497437,0.8248587846755981
0.14478327333927155,0.32281848788261414,0.8135592937469482
0.19531895220279694,0.3678704798221588,0.8587570786476135
0.17726974189281464,0.3115614652633667,0.8305084705352783
0.1537894606590271,0.21046462655067444,0.8474576473236084
0.15667270123958588,0.21323972940444946,0.8587570786476135
0.13956047594547272,0.21996842324733734,0.8531073331832886
0.11353568732738495,0.23146720230579376,0.8700565099716187
0.08016809821128845,0.20096246898174286,0.8757061958312988
0.06426485627889633,0.2580769956111908,0.8531073331832886
0.10587447136640549,0.18028490245342255,0.8813559412956238
0.08166708797216415,0.22172093391418457,0.8418079018592834
0.09098108857870102,0.31421759724617004,0.7966101765632629
0.06810332834720612,0.2378474473953247,0.8474576473236084
0.10749929398298264,0.2641638517379761,0.8474576473236084
0.06786660850048065,0.16455146670341492,0.8926553726196289
0.09160332381725311,0.21031171083450317,0.8587570786476135
0.06138975918292999,0.2034108191728592,0.8700565099716187
0.04284827783703804,0.17672507464885712,0.8926553726196289
0.038170818239450455,0.20941485464572906,0.887005627155304
0.02337048016488552,0.1631975620985031,0.8813559412956238
0.0292082279920578,0.24087925255298615,0.8644067645072937
0.04655521363019943,0.2368135005235672,0.8700565099716187
0.044165704399347305,0.167230486869812,0.8700565099716187
0.028463896363973618,0.19997455179691315,0.8587570786476135
0.020091798156499863,0.17253252863883972,0.8644067645072937
0.011720272712409496,0.17532029747962952,0.8644067645072937
0.00782699603587389,0.18270061910152435,0.8813559412956238
0.0056996941566467285,0.1850181370973587,0.8700565099716187
0.005796748213469982,0.1848568618297577,0.8700565099716187
0.0033699506893754005,0.24765995144844055,0.8700565099716187
0.005001144949346781,0.18913863599300385,0.8700565099716187
0.006063978653401136,0.15885572135448456,0.8926553726196289
0.010662554763257504,0.214262917637825,0.8813559412956238
0.012720919214189053,0.17108836770057678,0.8983050584793091
0.010413209907710552,0.16646607220172882,0.887005627155304
0.01416345126926899,0.16618674993515015,0.8813559412956238
0.020903082564473152,0.16270171105861664,0.8813559412956238
0.010879958979785442,0.15920783579349518,0.8813559412956238
0.004455387592315674,0.14271479845046997,0.887005627155304
0.0029579049441963434,0.15700215101242065,0.887005627155304
0.0028147525154054165,0.16282375156879425,0.887005627155304
0.004118829499930143,0.14368732273578644,0.8983050584793091
0.0023991188500076532,0.1396196186542511,0.887005627155304
0.0019552921876311302,0.14127784967422485,0.8983050584793091
0.0013316040858626366,0.13607610762119293,0.8926553726196289
0.001697036437690258,0.14292849600315094,0.8926553726196289
0.00262444163672626,0.14235623180866241,0.8926553726196289
0.0019566421397030354,0.13657771050930023,0.903954803943634
