train_loss,val_loss,accuracy
0.3850901424884796,0.3080722689628601,0.8926553726196289
0.24126988649368286,0.27641579508781433,0.8757061958312988
0.19910959899425507,0.2235584557056427,0.9209039807319641
0.13039761781692505,0.21457895636558533,0.9152542352676392
0.14219330251216888,0.2518160343170166,0.9322034120559692
0.16456325352191925,0.25986307859420776,0.8926553726196289
0.23782294988632202,0.3132253587245941,0.8700565099716187
0.20243500173091888,0.25940248370170593,0.8983050584793091
0.1771540641784668,0.2554991841316223,0.9265536665916443
0.16756147146224976,0.20307204127311707,0.903954803943634
0.14057093858718872,0.28787070512771606,0.8587570786476135
0.1547071784734726,0.22385938465595245,0.9265536665916443
0.16498982906341553,0.22180967032909393,0.9378530979156494
0.15289318561553955,0.1687352955341339,0.9322034120559692
0.1295374035835266,0.16190624237060547,0.9435028433799744
0.11930184811353683,0.19020743668079376,0.9435028433799744
0.12252669781446457,0.28430554270744324,0.887005627155304
0.17323657870292664,0.642259418964386,0.8926553726196289
0.10436001420021057,0.3243461549282074,0.887005627155304
0.11946342140436172,0.220069020986557,0.9152542352676392
0.12010765075683594,0.21644330024719238,0.9152542352676392
0.1019447073340416,0.21618139743804932,0.9209039807319641
0.09523890167474747,0.2064955085515976,0.9322034120559692
0.10264688730239868,0.3898317217826843,0.8587570786476135
0.10341308265924454,0.2754025161266327,0.9265536665916443
0.08903845399618149,0.17307937145233154,0.9265536665916443
0.09868228435516357,0.1853862702846527,0.909604549407959
0.08074299246072769,0.29974469542503357,0.9209039807319641
0.13189320266246796,0.1730935275554657,0.9265536665916443
0.09103666245937347,0.1622583568096161,0.9435028433799744
0.059171970933675766,0.3441964089870453,0.9322034120559692
0.05326942726969719,0.2634989321231842,0.909604549407959
0.03756823018193245,0.3868142366409302,0.909604549407959
0.05590149015188217,0.3533887267112732,0.8926553726196289
0.060269132256507874,0.24968570470809937,0.887005627155304
0.04371150583028793,0.3798498809337616,0.8644067645072937
0.03331732377409935,0.1952565312385559,0.9322034120559692
0.034350402653217316,0.6484736800193787,0.887005627155304
0.05413592979311943,0.24990986287593842,0.903954803943634
0.025490550324320793,0.241399347782135,0.8983050584793091
0.01785854808986187,0.17159093916416168,0.9209039807319641
0.01819298416376114,0.2511731684207916,0.9265536665916443
0.008744154125452042,0.1755259484052658,0.9435028433799744
0.007672247476875782,0.22341759502887726,0.8983050584793091
0.00531022110953927,0.1714090257883072,0.9435028433799744
0.007948613725602627,0.21931737661361694,0.9209039807319641
0.004067369271069765,0.1753946840763092,0.9322034120559692
0.003152799792587757,0.1899808943271637,0.9378530979156494
0.013903172686696053,0.148721382021904,0.9435028433799744
0.005924357566982508,0.14794784784317017,0.9322034120559692
0.0024175159633159637,0.14259880781173706,0.9548022747039795
0.005476959981024265,0.15000119805335999,0.9491525292396545
0.006019264459609985,0.16537505388259888,0.9491525292396545
0.0031994127202779055,0.16236142814159393,0.9435028433799744
0.006132992450147867,0.1681121289730072,0.9378530979156494
0.008913650177419186,0.17168891429901123,0.9378530979156494
0.0034030533861368895,0.16778455674648285,0.9378530979156494
0.025764035061001778,0.19085201621055603,0.9265536665916443
0.00819939561188221,0.18151763081550598,0.9322034120559692
0.005231975112110376,0.17570936679840088,0.9378530979156494
